fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
1698,Chris Clements,12,6,0,1,"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",3.20,49%,2.37,44%,0.00,0%,32%,0.3,2017-12-09 14:12:15.637766
1699,Rich Clementi,40,20,1,0,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1,2017-12-09 14:12:17.68906
1700,Mitch Clarke,11,5,0,0,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4,2017-12-09 14:12:20.246837
1701,John Clarke,1,1,0,0,nan,170 lbs.,nan,,"Aug 15, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:22.597968
1702,Jessica Rose Clark,8,4,0,1,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987",6.73,58%,4.33,55%,2.00,66%,33%,1.0,2017-12-09 14:12:25.879931
1703,Devin Clark,8,2,0,0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.35,53%,2.86,42%,2.09,37%,80%,0.3,2017-12-09 14:12:27.517749
1704,Heather Jo Clark,7,6,0,0,"5' 6""",115 lbs.,"64""",,"Sep 19, 1980",3.69,49%,5.62,50%,0.33,4%,80%,0.3,2017-12-09 14:12:28.745066
1705,Dominic Clark,3,1,0,0,"5' 10""",155 lbs.,nan,,"Aug 01, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:31.611268
1706,Mychal Clark,7,12,0,0,"6' 3""",224 lbs.,nan,Orthodox,nan,5.80,56%,2.90,59%,0.00,0%,0%,0.0,2017-12-09 14:12:34.068761
1707,Logan Clark,15,5,0,0,"6' 2""",185 lbs.,nan,Orthodox,"Feb 16, 1985",2.20,54%,1.49,53%,0.31,100%,30%,2.1,2017-12-09 14:12:37.145637
1708,Laverne Clark,27,19,1,0,"5' 11""",170 lbs.,nan,Orthodox,"Dec 02, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:40.316125
1709,Johnny Cisneros,9,6,0,0,"5' 11""",170 lbs.,nan,,"Feb 05, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:42.158851
1710,Misha Cirkunov,13,3,0,0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",4.23,52%,2.42,68%,4.88,56%,66%,1.6,2017-12-09 14:12:44.320933
1711,Nikolajus Cilkinas,1,6,0,0,nan,nan,nan,Orthodox,nan,0.00,0%,5.88,16%,0.00,0%,0%,0.0,2017-12-09 14:12:46.561766
1712,Branko Cikatic,0,2,0,0,"6' 1""",215 lbs.,nan,Orthodox,"Oct 03, 1954",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:49.435214
1713,Mike Ciesnolevicz,19,4,0,1,"6' 0""",235 lbs.,nan,Orthodox,"Oct 28, 1979",0.51,50%,4.62,57%,0.00,0%,20%,5.1,2017-12-09 14:12:51.154149
1714,Steven Ciaccio,4,4,0,0,"6' 0""",170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:12:53.202816
1715,Murad Chunkaiev,8,3,0,0,"5' 11""",185 lbs.,nan,Orthodox,nan,0.85,16%,3.41,66%,8.53,100%,0%,0.0,2017-12-09 14:12:56.18707
1716,Anthony Christodoulou,12,6,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Jul 30, 1987",2.19,26%,5.90,45%,0.00,0%,40%,0.0,2017-12-09 14:12:59.054794
1717,Dan Christison,20,7,0,0,"6' 8""",265 lbs.,nan,Orthodox,"Apr 26, 1972",4.23,51%,3.88,54%,0.00,0%,37%,1.1,2017-12-09 14:13:01.71824
1718,Joachim Christensen,14,6,0,0,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",3.78,41%,3.29,46%,0.00,0%,0%,0.0,2017-12-09 14:13:04.168189
1719,Will Chope,19,6,0,0,"6' 4""",145 lbs.,"76""",Switch,"Sep 08, 1990",4.43,27%,9.93,46%,0.00,0%,0%,0.0,2017-12-09 14:13:06.831794
1720,Katlyn Chookagian,9,1,0,0,"5' 9""",135 lbs.,"68""",Orthodox,"Dec 28, 1988",3.82,32%,3.31,65%,0.00,0%,54%,0.0,2017-12-09 14:13:09.502235
1721,Ryo Chonan,20,12,0,0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3,2017-12-09 14:13:11.854482
1722,John Cholish,8,3,0,0,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983",2.65,49%,2.29,73%,1.82,31%,78%,0.4,2017-12-09 14:13:14.345714
1723,Dooho Choi,14,2,0,0,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991",5.58,52%,6.19,49%,0.77,20%,50%,0.0,2017-12-09 14:13:17.282789
1724,Hong Man Choi,2,3,0,0,"7' 2""",330 lbs.,nan,Orthodox,"Oct 30, 1980",1.32,26%,1.46,36%,0.71,100%,84%,0.0,2017-12-09 14:13:19.325274
1725,Mu Bae Choi,9,4,0,0,"6' 2""",230 lbs.,nan,Orthodox,"Jun 27, 1970",1.55,49%,3.65,44%,3.12,75%,60%,1.0,2017-12-09 14:13:21.989976
1726,Sako Chivitchian,5,1,0,0,"5' 11""",155 lbs.,nan,,"Mar 11, 1984",2.40,27%,4.80,46%,0.00,0%,100%,0.0,2017-12-09 14:13:24.855133
1727,Michael Chiesa,14,3,0,0,"6' 1""",155 lbs.,"75""",Southpaw,"Dec 07, 1987",2.18,37%,2.52,50%,2.71,40%,68%,1.4,2017-12-09 14:13:27.51995
1728,Mark Cherico,11,1,0,0,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",3.69,34%,7.37,56%,5.03,50%,0%,0.0,2017-12-09 14:13:29.563957
1729,Ion Cherdivara,1,1,0,0,nan,205 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:13:32.430958
1730,Albert Cheng,2,4,0,0,"5' 11""",170 lbs.,nan,Orthodox,"Feb 07, 1985",1.00,41%,2.60,71%,0.00,0%,0%,0.0,2017-12-09 14:13:34.480239
1731,Gabriel Checco,10,2,0,0,"6' 1""",185 lbs.,nan,Switch,"Apr 03, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:13:37.354212
1732,Emilio Chavez,12,9,0,0,"5' 9""",145 lbs.,nan,,nan,2.73,48%,1.53,54%,3.00,50%,0%,0.0,2017-12-09 14:13:40.418934
1733,Ernest Chavez,8,2,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jun 27, 1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0,2017-12-09 14:13:42.668365
1734,Dan Charles,10,6,1,0,"6' 2""",228 lbs.,nan,,"Sep 24, 1985",2.82,45%,3.51,44%,0.00,0%,31%,0.0,2017-12-09 14:13:45.123093
1735,Joe Charles,6,13,0,0,"6' 1""",260 lbs.,nan,Southpaw,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:13:47.586642
1736,Donnie Chappell,0,1,0,0,"5' 11""",178 lbs.,nan,Southpaw,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:13:49.015104
1737,Mike Chandler,9,4,0,0,"5' 8""",155 lbs.,nan,,"Apr 24, 1986",4.08,47%,3.81,52%,2.57,41%,80%,1.5,2017-12-09 14:13:51.584125
1738,Alex Chambers,5,4,0,0,"5' 3""",115 lbs.,"63""",,"Oct 25, 1978",2.97,54%,5.03,50%,2.38,41%,57%,1.0,2017-12-09 14:13:54.707627
1739,Ansar Chalangov,14,4,0,0,"5' 9""",170 lbs.,nan,Orthodox,"Oct 30, 1979",0.68,66%,1.69,54%,0.00,0%,0%,7.6,2017-12-09 14:13:57.11662
1740,Luan Chagas,15,2,1,0,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",4.70,48%,2.97,65%,0.39,14%,100%,0.4,2017-12-09 14:13:58.767239
1741,Jared Chaffee,5,2,0,0,"5' 10""",155 lbs.,nan,,"Dec 15, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:14:02.330324
1742,Donald Cerrone,32,10,0,1,"6' 1""",170 lbs.,"73""",Orthodox,"Mar 29, 1983",4.22,48%,4.08,54%,1.37,38%,71%,1.6,2017-12-09 14:14:05.296262
1743,Adam Cella,4,2,0,0,"6' 2""",170 lbs.,"78""",,"Jun 26, 1985",1.91,42%,2.61,51%,3.92,75%,50%,1.3,2017-12-09 14:14:07.165379
1744,Henry Cejudo,12,2,0,0,"5' 4""",125 lbs.,"64""",Orthodox,"Feb 09, 1987",3.78,43%,2.44,71%,2.44,38%,100%,0.1,2017-12-09 14:14:08.740593
1745,Yosdenis Cedeno,10,5,1,0,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,29%,1.60,67%,0.00,0%,31%,0.3,2017-12-09 14:14:11.446853
1746,Magnus Cedenblad,14,5,0,0,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982",2.38,51%,3.02,40%,2.87,64%,66%,1.0,2017-12-09 14:14:14.047915
1747,Rafael Feijao,12,7,0,1,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 14, 1980",2.71,53%,3.62,49%,0.60,40%,63%,0.1,2017-12-09 14:14:16.678527
1748,Gesias Cavalcante,16,5,1,1,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983",1.98,35%,3.11,51%,1.25,36%,66%,1.1,2017-12-09 14:14:18.954539
1749,Luke Caudillo,17,16,0,0,"5' 7""",155 lbs.,nan,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0,2017-12-09 14:14:21.584899
1750,Nick Catone,10,4,0,0,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981",2.11,44%,2.32,63%,3.71,44%,83%,0.5,2017-12-09 14:14:24.660368
1751,Tim Catalfo,4,2,0,0,"5' 11""",235 lbs.,nan,Orthodox,nan,0.39,100%,0.77,33%,0.00,0%,0%,0.0,2017-12-09 14:14:25.880797
1752,Jenna Castillo,1,0,0,0,"5' 2""",125 lbs.,nan,,"May 05, 1982",3.24,56%,2.01,57%,1.68,100%,100%,0.0,2017-12-09 14:14:28.545096
1753,Raul Castillo,6,1,0,0,"5' 11""",185 lbs.,nan,Orthodox,nan,1.47,48%,3.27,60%,0.00,0%,0%,0.0,2017-12-09 14:14:31.620197
1754,Danny Castillo,17,10,0,0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979",2.57,42%,1.96,62%,2.95,38%,63%,0.2,2017-12-09 14:14:34.704528
1755,Gil Castillo,8,5,0,0,"5' 9""",170 lbs.,nan,Southpaw,"Oct 21, 1965",0.60,45%,2.22,44%,3.33,45%,50%,0.0,2017-12-09 14:14:36.746452
1756,Eric Castile,3,2,0,0,"5' 8""",145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:14:37.762626
1757,John Castaneda,13,2,0,0,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991",3.20,46%,1.87,71%,2.00,28%,66%,0.0,2017-12-09 14:14:39.807503
1758,Joe Cason,8,1,0,0,"6' 3""",205 lbs.,nan,,"Jan 19, 1988",4.17,55%,10.83,23%,0.00,0%,0%,0.0,2017-12-09 14:14:42.469442
1759,Dwayne Cason,1,1,0,0,"5' 10""",212 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:14:45.396404
1760,Bendy Casimir,19,11,2,0,"5' 5""",145 lbs.,nan,Southpaw,"Jun 10, 1980",0.74,27%,3.42,54%,0.00,0%,100%,0.0,2017-12-09 14:14:47.794709
1761,Brandon Cash,5,3,0,0,"6' 5""",255 lbs.,nan,Orthodox,nan,5.42,72%,0.68,33%,10.17,66%,0%,0.0,2017-12-09 14:14:50.047654
1762,Cortney Casey,7,5,0,0,"5' 7""",115 lbs.,"67""",Orthodox,"May 05, 1987",4.76,39%,4.10,57%,0.37,66%,25%,0.2,2017-12-09 14:14:53.122832
1763,Kevin Casey,9,5,1,2,"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981",2.27,53%,3.76,46%,0.79,22%,27%,0.4,2017-12-09 14:14:54.969066
1764,Johnny Case,22,6,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989",3.95,38%,2.66,61%,1.70,45%,72%,0.0,2017-12-09 14:14:57.423665
1765,Shane Carwin,12,2,0,0,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",4.38,47%,3.53,53%,1.42,33%,42%,0.0,2017-12-09 14:15:00.29354
1766,Rafael Carvalho,14,1,0,0,"6' 3""",185 lbs.,nan,,"Jul 27, 1986",1.94,50%,1.84,54%,2.77,40%,70%,0.0,2017-12-09 14:15:01.725376
1767,Antonio Carvalho,15,6,0,0,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979",3.03,29%,3.62,64%,0.00,0%,100%,0.0,2017-12-09 14:15:04.390773
1768,Bruno Carvalho,6,2,0,0,"5' 8""",154 lbs.,nan,,"Jun 07, 1982",0.60,45%,0.93,53%,0.00,0%,66%,4.0,2017-12-09 14:15:06.845976
1769,Shonie Carter,50,27,7,1,"5' 10""",170 lbs.,nan,Southpaw,"May 03, 1972",1.62,36%,2.32,47%,0.75,66%,75%,0.0,2017-12-09 14:15:09.605471
1770,Scott Carson,4,2,0,0,"6' 2""",215 lbs.,nan,,nan,0.62,66%,6.22,23%,0.00,0%,0%,0.0,2017-12-09 14:15:12.373352
1771,Jonny Carson,9,5,0,0,"5' 10""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:15:14.838541
1772,Roger Carroll,16,14,0,0,"5' 10""",170 lbs.,nan,,nan,7.62,61%,10.48,43%,0.00,0%,100%,0.0,2017-12-09 14:15:17.566405
1773,Cain Carrizosa,6,2,0,0,"5' 8""",155 lbs.,"74""",Orthodox,"Jul 22, 1986",2.72,42%,5.80,51%,0.00,0%,14%,0.0,2017-12-09 14:15:20.568536
1774,Cody Carrillo,11,16,0,0,"5' 10""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:15:23.277034
1775,Gabriel Carrasco,7,0,0,0,"5' 6""",135 lbs.,nan,,nan,4.15,37%,1.53,80%,0.00,0%,100%,0.0,2017-12-09 14:15:25.478961
1776,Renato Moicano,11,1,1,0,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989",5.26,44%,3.55,69%,1.46,55%,72%,0.3,2017-12-09 14:15:27.525147
1777,Roan Carneiro,21,11,0,0,"5' 11""",170 lbs.,"74""",Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4,2017-12-09 14:15:30.243655
1778,Liz Carmouche,10,5,0,0,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",3.27,54%,2.80,60%,2.81,46%,66%,0.2,2017-12-09 14:15:33.268277
1779,Francis Carmont,23,10,0,0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6,2017-12-09 14:15:35.373672
1780,Antonio Carlos Junior,10,2,0,1,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",1.89,43%,1.86,54%,3.77,46%,57%,1.1,2017-12-09 14:15:37.772118
1781,Don Carlo-Clauss,7,5,0,0,nan,170 lbs.,nan,,nan,1.44,30%,7.68,43%,0.00,0%,66%,0.0,2017-12-09 14:15:39.859456
1782,Rafael Carino,2,1,1,0,"6' 8""",245 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:15:41.061338
1783,Ronald Carillo,2,1,0,0,nan,125 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:15:43.883546
1784,Chris Cariaso,17,8,0,0,"5' 3""",125 lbs.,"63""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,1.11,39%,57%,0.8,2017-12-09 14:15:46.755793
1785,Edgar Cardenas,3,1,0,0,nan,145 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:15:49.298748
1786,Phil Cardella,8,5,0,0,"5' 11""",155 lbs.,nan,,"Jul 09, 1976",2.47,50%,2.00,57%,0.00,0%,11%,2.5,2017-12-09 14:15:51.852848
1787,Remo Cardarelli,7,5,0,0,nan,135 lbs.,nan,,nan,2.27,47%,1.47,59%,0.00,0%,100%,0.0,2017-12-09 14:15:53.955461
1788,Bryan Caraway,21,8,0,0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984",2.25,33%,3.07,57%,2.82,34%,80%,0.9,2017-12-09 14:15:56.409588
1789,Dos Caras Jr.,9,5,0,0,"6' 4""",225 lbs.,nan,Orthodox,"May 25, 1977",0.77,23%,1.20,59%,0.00,0%,72%,0.0,2017-12-09 14:15:58.68284
1790,Gina Carano,7,1,0,0,"5' 8""",145 lbs.,nan,Orthodox,"Apr 16, 1982",4.50,47%,2.66,64%,1.24,66%,85%,1.6,2017-12-09 14:16:00.146481
1791,Frank Caracci,2,3,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:16:02.597388
1792,Steve Cantwell,7,6,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986",3.63,34%,5.76,55%,0.65,30%,80%,0.7,2017-12-09 14:16:05.558632
1793,Bo Cantrell,10,10,0,0,"6' 2""",235 lbs.,nan,Orthodox,"Feb 08, 1969",3.16,16%,12.63,0%,0.00,0%,0%,0.0,2017-12-09 14:16:08.299274
1794,Cody Canterbury,1,10,0,0,"5' 8""",155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:16:11.158582
1795,Jose Canseco,0,1,0,0,"6' 4""",240 lbs.,nan,Orthodox,"Jul 02, 1964",0.78,10%,4.68,62%,0.00,0%,0%,0.0,2017-12-09 14:16:14.068704
1796,Jared Cannonier,10,2,0,0,"5' 11""",205 lbs.,"77""",Switch,"Mar 16, 1984",4.20,58%,2.55,71%,0.31,33%,30%,0.0,2017-12-09 14:16:15.795103
1797,Guido Cannetti,7,3,0,0,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",3.08,54%,2.07,55%,3.45,55%,93%,0.0,2017-12-09 14:16:18.590308
1798,Luiz Cane,12,5,0,1,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",4.79,41%,5.00,60%,0.56,28%,100%,0.3,2017-12-09 14:16:19.884158
1799,Ronaldo Candido,6,0,0,0,"5' 6""",125 lbs.,nan,Southpaw,"Apr 24, 1989",1.67,42%,3.87,52%,8.00,53%,0%,5.0,2017-12-09 14:16:22.183603
1800,Carlos Candelario,6,0,0,0,"5' 8""",125 lbs.,"67""",Southpaw,"Jun 04, 1991",3.87,47%,1.67,57%,0.00,0%,46%,0.0,2017-12-09 14:16:24.329448
1801,Asbel Cancio,0,1,0,0,"5' 10""",225 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:16:26.625041
1802,Chico Camus,14,7,0,1,"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,41%,2.46,64%,0.77,40%,72%,0.4,2017-12-09 14:16:29.671322
1803,Will Campuzano,13,6,0,0,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986",2.43,31%,3.82,57%,0.88,45%,48%,0.2,2017-12-09 14:16:32.455546
1804,Derek Campos,19,6,0,0,"5' 9""",155 lbs.,nan,,"Apr 01, 1988",2.41,23%,10.34,44%,0.00,0%,0%,0.0,2017-12-09 14:16:34.675656
1805,Wagner Campos,11,4,0,0,"5' 6""",145 lbs.,nan,Southpaw,"Jul 31, 1981",1.54,41%,2.53,51%,2.71,100%,0%,0.0,2017-12-09 14:16:36.471328
1806,John Campetella,0,1,0,0,"5' 9""",235 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:16:38.533279
1807,Shane Campbell,12,6,0,0,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987",3.99,59%,3.19,55%,1.36,28%,82%,0.0,2017-12-09 14:16:41.306424
1808,Thomas Campbell,2,1,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:16:43.686707
1809,Mike Campbell,9,4,0,0,"5' 9""",155 lbs.,nan,Southpaw,nan,1.40,26%,1.40,63%,5.26,100%,0%,0.0,2017-12-09 14:16:46.509399
1810,Brian Camozzi,7,4,0,0,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991",3.25,26%,6.60,54%,0.00,0%,0%,0.8,2017-12-09 14:16:48.6318
1811,Chris Camozzi,24,13,0,0,"6' 2""",185 lbs.,"76""",Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5,2017-12-09 14:16:51.568277
1812,Fabricio Camoes,14,9,1,0,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 23, 1978",1.29,33%,1.85,61%,2.34,32%,20%,1.5,2017-12-09 14:16:54.095203
1813,Frank Camacho,21,5,0,0,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989",6.30,45%,6.60,53%,1.00,33%,71%,0.0,2017-12-09 14:16:56.367352
1814,Joe Camacho,13,16,3,0,"5' 9""",155 lbs.,nan,Orthodox,"Mar 10, 1972",0.31,17%,5.00,42%,0.00,0%,0%,0.0,2017-12-09 14:16:58.552099
1815,Cynthia Calvillo,6,0,0,0,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",3.65,38%,3.34,66%,1.87,57%,50%,3.7,2017-12-09 14:17:00.988792
1816,Darrion Caldwell,10,1,0,0,"5' 10""",135 lbs.,nan,,"Dec 19, 1987",0.85,34%,0.57,60%,3.41,66%,100%,0.8,2017-12-09 14:17:03.989746
1817,Joanne Calderwood,11,3,0,0,"5' 6""",115 lbs.,"65""",,"Dec 23, 1985",6.28,50%,4.40,45%,1.88,57%,63%,0.0,2017-12-09 14:17:06.47831
1818,Travis Calanoc,5,1,0,0,"5' 8""",145 lbs.,nan,Orthodox,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:08.585901
1819,Alex Caceres,13,11,0,1,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",3.75,48%,2.62,63%,0.60,81%,58%,0.9,2017-12-09 14:17:10.379491
1820,Alvin Cacdac,16,11,0,0,"5' 6""",125 lbs.,nan,Orthodox,nan,1.21,66%,0.61,0%,0.00,0%,0%,0.0,2017-12-09 14:17:12.588867
1821,Yan Cabral,12,3,0,0,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983",2.02,47%,1.98,62%,2.89,35%,37%,1.2,2017-12-09 14:17:14.790366
1822,Steve Byrnes,6,1,0,0,"6' 0""",170 lbs.,nan,Orthodox,nan,1.20,51%,2.67,27%,3.00,60%,0%,4.0,2017-12-09 14:17:17.568327
1823,Charles Byrd,8,4,0,0,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983",3.51,54%,1.09,60%,3.76,100%,57%,2.5,2017-12-09 14:17:19.531256
1824,JP Buys,4,1,0,0,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996",2.01,42%,3.35,46%,4.02,50%,0%,0.0,2017-12-09 14:17:21.629047
1825,Raphael Butler,9,2,1,0,"6' 3""",261 lbs.,nan,,"Jan 04, 1984",4.69,45%,0.94,91%,0.00,0%,100%,14.1,2017-12-09 14:17:24.285299
1826,Ian Butler,3,3,0,1,"5' 8""",155 lbs.,nan,,nan,2.09,14%,6.69,36%,0.00,0%,50%,0.0,2017-12-09 14:17:27.196465
1827,Goldman Butler,1,4,0,0,nan,nan,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:30.31429
1828,Todd Butler,1,4,0,0,"6' 1""",200 lbs.,nan,Southpaw,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:32.559715
1829,Jason Butcher,10,2,0,0,"6' 3""",185 lbs.,nan,,"Oct 23, 1984",1.82,40%,2.73,25%,13.64,50%,0%,0.0,2017-12-09 14:17:34.679305
1830,Eduardo Bustillos,5,3,0,0,"5' 8""",135 lbs.,nan,,"Jun 02, 1987",2.61,59%,6.22,35%,0.00,0%,100%,0.0,2017-12-09 14:17:36.865927
1831,Nick Bustamante,5,3,0,0,"5' 9""",170 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:39.670557
1832,Murilo Bustamante,14,8,1,0,"6' 2""",183 lbs.,nan,Orthodox,"Jul 30, 1966",1.33,32%,1.90,60%,2.46,33%,54%,1.2,2017-12-09 14:17:41.69646
1833,Bubba Bush,8,3,0,1,"6' 0""",185 lbs.,"73""",Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,2.82,50%,60%,0.0,2017-12-09 14:17:44.124004
1834,George Bush,5,2,0,0,"6' 1""",205 lbs.,nan,,nan,6.35,64%,2.31,55%,17.31,66%,0%,0.0,2017-12-09 14:17:46.809663
1835,Martin Buschkamp,9,0,0,1,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:49.842473
1836,Nah-Shon Burrell,9,3,0,1,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 05, 1990",4.83,47%,3.45,56%,0.00,0%,52%,0.3,2017-12-09 14:17:52.617253
1837,Derrick Burnsed,8,2,3,0,nan,155 lbs.,nan,,nan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:17:55.521611
1838,Josh Burns,8,10,0,0,"6' 1""",244 lbs.,nan,,"May 15, 1978",2.40,48%,5.73,32%,0.00,0%,100%,0.0,2017-12-09 14:17:58.078002
1839,Gilbert Burns,12,2,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986",2.49,37%,3.42,57%,2.09,33%,38%,0.9,2017-12-09 14:18:00.897669
1840,Kevin Burns,9,5,0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",2.74,38%,4.30,52%,0.28,50%,47%,0.8,2017-12-09 14:18:03.736684
1841,Mikey Burnett,5,2,0,0,"5' 6""",170 lbs.,nan,Orthodox,"Apr 12, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2017-12-09 14:18:06.410748
1842,Mads Burnell,8,2,0,0,"5' 8""",155 lbs.,"69""",Orthodox,"Mar 06, 1994",0.87,33%,2.27,45%,0.00,0%,33%,0.0,2017-12-09 14:18:08.309627
1843,Joshua Burkman,29,16,0,1,"5' 10""",155 lbs.,"72""",Orthodox,"Apr 10, 1980",2.70,43%,3.13,51%,2.56,36%,72%,0.3,2017-12-09 14:18:10.270426
1844,Shane Burgos,10,0,0,0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",6.00,45%,4.60,69%,0.71,100%,93%,0.0,2017-12-09 14:18:12.925754
